latitude;longitude;elevation;time
-3.74198363;-38.57710081;13.215;2024-04-09 13:21:19
-3.74201985;-38.57710697;13.250;2024-04-09 13:21:20
-3.74206074;-38.57711820;12.951;2024-04-09 13:21:21
-3.74210068;-38.57713810;12.839;2024-04-09 13:21:22
-3.74213304;-38.57717099;12.692;2024-04-09 13:21:23
-3.74217206;-38.57720471;12.745;2024-04-09 13:21:24
-3.74221060;-38.57725121;12.468;2024-04-09 13:21:25
-3.74225213;-38.57728647;12.255;2024-04-09 13:21:26
-3.74229454;-38.57731999;12.346;2024-04-09 13:21:27
-3.74234004;-38.57734932;12.103;2024-04-09 13:21:28
-3.74238477;-38.57737738;12.231;2024-04-09 13:21:29
-3.74242934;-38.57740735;11.670;2024-04-09 13:21:30
-3.74247334;-38.57743884;11.972;2024-04-09 13:21:31
-3.74251826;-38.57747450;11.708;2024-04-09 13:21:32
-3.74256314;-38.57750894;12.095;2024-04-09 13:21:33
-3.74260537;-38.57754646;11.992;2024-04-09 13:21:34
-3.74264510;-38.57759231;11.553;2024-04-09 13:21:35
-3.74268831;-38.57763021;11.498;2024-04-09 13:21:36
-3.74272973;-38.57767453;11.425;2024-04-09 13:21:37
-3.74276975;-38.57771815;11.214;2024-04-09 13:21:38
-3.74281145;-38.57776265;11.626;2024-04-09 13:21:39
-3.74284803;-38.57780541;11.367;2024-04-09 13:21:40
-3.74288389;-38.57784479;11.617;2024-04-09 13:21:41
-3.74291910;-38.57788575;11.626;2024-04-09 13:21:42
-3.74294641;-38.57791311;11.740;2024-04-09 13:21:43
-3.74296706;-38.57793235;12.060;2024-04-09 13:21:44
-3.74298788;-38.57795433;11.931;2024-04-09 13:21:45
-3.74301065;-38.57797831;11.994;2024-04-09 13:21:46
-3.74303555;-38.57800415;12.007;2024-04-09 13:21:47
-3.74306393;-38.57803405;11.997;2024-04-09 13:21:48
-3.74309577;-38.57806673;11.949;2024-04-09 13:21:49
-3.74312251;-38.57809864;11.865;2024-04-09 13:21:50
-3.74314638;-38.57812895;12.140;2024-04-09 13:21:51
-3.74316265;-38.57814905;11.930;2024-04-09 13:21:52
-3.74316838;-38.57815438;11.842;2024-04-09 13:21:53
-3.74317089;-38.57815733;11.840;2024-04-09 13:21:54
-3.74316777;-38.57815434;11.692;2024-04-09 13:21:55
-3.74316619;-38.57815442;11.738;2024-04-09 13:21:56
-3.74316556;-38.57815541;11.860;2024-04-09 13:21:57
-3.74316512;-38.57815545;11.975;2024-04-09 13:21:58
-3.74316467;-38.57815553;12.160;2024-04-09 13:21:59
-3.74316396;-38.57815562;12.271;2024-04-09 13:22:00
-3.74316399;-38.57815682;12.680;2024-04-09 13:22:01
-3.74316396;-38.57815635;12.753;2024-04-09 13:22:02
-3.74316408;-38.57815614;12.862;2024-04-09 13:22:03
-3.74316358;-38.57815609;12.910;2024-04-09 13:22:04
-3.74316326;-38.57815635;13.060;2024-04-09 13:22:05
-3.74316320;-38.57815633;13.149;2024-04-09 13:22:06
-3.74316315;-38.57815630;13.166;2024-04-09 13:22:07
-3.74316318;-38.57815632;13.193;2024-04-09 13:22:08
-3.74316316;-38.57815629;13.198;2024-04-09 13:22:09
-3.74316313;-38.57815629;13.203;2024-04-09 13:22:10
-3.74316310;-38.57815627;13.204;2024-04-09 13:22:11
-3.74316306;-38.57815624;13.204;2024-04-09 13:22:12
-3.74316356;-38.57815670;13.360;2024-04-09 13:22:13
-3.74317627;-38.57816922;13.512;2024-04-09 13:22:14
-3.74320004;-38.57819186;13.561;2024-04-09 13:22:15
-3.74323029;-38.57822039;13.865;2024-04-09 13:22:16
-3.74326155;-38.57825062;13.894;2024-04-09 13:22:17
-3.74329892;-38.57828658;13.890;2024-04-09 13:22:18
-3.74334445;-38.57833309;13.833;2024-04-09 13:22:19
-3.74339865;-38.57838694;13.895;2024-04-09 13:22:20
-3.74345739;-38.57844860;13.974;2024-04-09 13:22:21
-3.74351861;-38.57851455;14.183;2024-04-09 13:22:22
-3.74357272;-38.57858448;14.394;2024-04-09 13:22:23
-3.74361835;-38.57866929;14.559;2024-04-09 13:22:24
-3.74365415;-38.57876519;14.456;2024-04-09 13:22:25
-3.74368148;-38.57886842;14.431;2024-04-09 13:22:26
-3.74369763;-38.57897511;14.354;2024-04-09 13:22:27
-3.74371225;-38.57907931;14.450;2024-04-09 13:22:28
-3.74372786;-38.57918692;14.331;2024-04-09 13:22:29
-3.74373969;-38.57929128;14.090;2024-04-09 13:22:30
-3.74375183;-38.57939302;13.961;2024-04-09 13:22:31
-3.74376549;-38.57949201;13.964;2024-04-09 13:22:32
-3.74377693;-38.57959292;13.746;2024-04-09 13:22:33
-3.74379157;-38.57968200;13.539;2024-04-09 13:22:34
-3.74380655;-38.57976777;13.483;2024-04-09 13:22:35
-3.74381476;-38.57984610;13.557;2024-04-09 13:22:36
-3.74382238;-38.57987198;12.846;2024-04-09 13:22:37
-3.74382313;-38.57991399;12.926;2024-04-09 13:22:38
-3.74382811;-38.57995708;12.141;2024-04-09 13:22:39
-3.74382827;-38.58000703;12.362;2024-04-09 13:22:40
-3.74383766;-38.58007153;11.842;2024-04-09 13:22:41
-3.74384761;-38.58014374;11.905;2024-04-09 13:22:42
-3.74385703;-38.58022734;11.590;2024-04-09 13:22:43
-3.74387503;-38.58031633;11.243;2024-04-09 13:22:44
-3.74389213;-38.58043060;11.168;2024-04-09 13:22:45
-3.74391050;-38.58054901;11.448;2024-04-09 13:22:46
-3.74392695;-38.58067463;11.487;2024-04-09 13:22:47
-3.74394291;-38.58080507;11.706;2024-04-09 13:22:48
-3.74395907;-38.58093413;11.586;2024-04-09 13:22:49
-3.74397756;-38.58105321;11.844;2024-04-09 13:22:50
-3.74399581;-38.58117687;11.937;2024-04-09 13:22:51
-3.74403591;-38.58127869;11.678;2024-04-09 13:22:52
-3.74404880;-38.58138299;13.601;2024-04-09 13:22:53
-3.74409939;-38.58147922;13.648;2024-04-09 13:22:54
-3.74414405;-38.58157646;13.927;2024-04-09 13:22:55
-3.74421977;-38.58165065;13.939;2024-04-09 13:22:56
-3.74428870;-38.58173106;13.593;2024-04-09 13:22:57
-3.74435665;-38.58180486;13.406;2024-04-09 13:22:58
-3.74442144;-38.58187317;13.485;2024-04-09 13:22:59
-3.74448000;-38.58193716;13.743;2024-04-09 13:23:00
-3.74454193;-38.58199976;13.716;2024-04-09 13:23:01
-3.74461430;-38.58205347;13.953;2024-04-09 13:23:02
-3.74468723;-38.58211040;14.581;2024-04-09 13:23:03
-3.74476802;-38.58215728;14.914;2024-04-09 13:23:04
-3.74484422;-38.58219682;15.468;2024-04-09 13:23:05
-3.74490487;-38.58222359;15.250;2024-04-09 13:23:06
-3.74494575;-38.58223313;15.601;2024-04-09 13:23:07
-3.74497864;-38.58222896;15.779;2024-04-09 13:23:08
-3.74499811;-38.58221160;15.564;2024-04-09 13:23:09
-3.74500496;-38.58219747;15.940;2024-04-09 13:23:10
-3.74500869;-38.58218953;15.902;2024-04-09 13:23:11
-3.74500992;-38.58218912;15.618;2024-04-09 13:23:12
-3.74500752;-38.58219281;15.716;2024-04-09 13:23:13
-3.74499891;-38.58220063;15.681;2024-04-09 13:23:14
-3.74499202;-38.58220924;15.443;2024-04-09 13:23:15
-3.74498730;-38.58222028;15.430;2024-04-09 13:23:16
-3.74498683;-38.58222987;15.521;2024-04-09 13:23:17
-3.74498784;-38.58223520;15.356;2024-04-09 13:23:18
-3.74498799;-38.58223646;15.216;2024-04-09 13:23:19
-3.74498465;-38.58223326;15.165;2024-04-09 13:23:20
-3.74497434;-38.58222560;14.997;2024-04-09 13:23:21
-3.74496133;-38.58221951;15.004;2024-04-09 13:23:22
-3.74495250;-38.58221731;15.094;2024-04-09 13:23:23
-3.74495027;-38.58221697;15.231;2024-04-09 13:23:24
-3.74495050;-38.58221679;15.336;2024-04-09 13:23:25
-3.74495057;-38.58221650;15.337;2024-04-09 13:23:26
-3.74495066;-38.58221589;15.293;2024-04-09 13:23:27
-3.74495087;-38.58221550;15.389;2024-04-09 13:23:28
-3.74495102;-38.58221526;15.413;2024-04-09 13:23:29
-3.74495127;-38.58221522;15.411;2024-04-09 13:23:30
-3.74495156;-38.58221513;15.561;2024-04-09 13:23:31
-3.74495182;-38.58221500;15.726;2024-04-09 13:23:32
-3.74495198;-38.58221487;15.907;2024-04-09 13:23:33
-3.74495208;-38.58221473;15.952;2024-04-09 13:23:34
-3.74495208;-38.58221462;15.990;2024-04-09 13:23:35
-3.74495204;-38.58221456;15.995;2024-04-09 13:23:36
-3.74495198;-38.58221451;15.991;2024-04-09 13:23:37
-3.74494960;-38.58221422;16.062;2024-04-09 13:23:38
-3.74493614;-38.58221057;15.942;2024-04-09 13:23:39
-3.74490680;-38.58220092;15.790;2024-04-09 13:23:40
-3.74486419;-38.58218776;15.406;2024-04-09 13:23:41
-3.74481940;-38.58217097;15.019;2024-04-09 13:23:42
-3.74476713;-38.58214229;14.892;2024-04-09 13:23:43
-3.74471088;-38.58211181;14.460;2024-04-09 13:23:44
-3.74465466;-38.58207999;14.012;2024-04-09 13:23:45
-3.74460376;-38.58204585;13.775;2024-04-09 13:23:46
-3.74455434;-38.58201147;13.616;2024-04-09 13:23:47
-3.74450728;-38.58195718;13.729;2024-04-09 13:23:48
-3.74445181;-38.58189909;13.452;2024-04-09 13:23:49
-3.74438717;-38.58182760;12.844;2024-04-09 13:23:50
-3.74432039;-38.58175493;12.681;2024-04-09 13:23:51
-3.74425432;-38.58167901;12.190;2024-04-09 13:23:52
-3.74419194;-38.58160133;11.819;2024-04-09 13:23:53
-3.74413587;-38.58152138;12.003;2024-04-09 13:23:54
-3.74409241;-38.58143666;10.979;2024-04-09 13:23:55
-3.74404645;-38.58134630;10.607;2024-04-09 13:23:56
-3.74403370;-38.58125900;9.618;2024-04-09 13:23:57
-3.74400146;-38.58114802;9.721;2024-04-09 13:23:58
-3.74399191;-38.58104318;9.675;2024-04-09 13:23:59
-3.74397525;-38.58092586;9.472;2024-04-09 13:24:00
-3.74395814;-38.58080597;9.388;2024-04-09 13:24:01
-3.74395270;-38.58066604;9.410;2024-04-09 13:24:02
-3.74392645;-38.58051811;9.752;2024-04-09 13:24:03
-3.74390291;-38.58037724;11.083;2024-04-09 13:24:04
-3.74389366;-38.58024404;11.612;2024-04-09 13:24:05
-3.74386750;-38.58012827;12.914;2024-04-09 13:24:06
-3.74384798;-38.58002841;12.632;2024-04-09 13:24:07
-3.74384133;-38.57996468;12.194;2024-04-09 13:24:08
-3.74383247;-38.57991550;12.202;2024-04-09 13:24:09
-3.74382611;-38.57986272;12.257;2024-04-09 13:24:10
-3.74382244;-38.57981548;12.124;2024-04-09 13:24:11
-3.74382191;-38.57977408;10.075;2024-04-09 13:24:12
-3.74381967;-38.57971473;10.410;2024-04-09 13:24:13
-3.74381758;-38.57964893;10.305;2024-04-09 13:24:14
-3.74380381;-38.57955425;9.960;2024-04-09 13:24:15
-3.74378206;-38.57946301;10.340;2024-04-09 13:24:16
-3.74376824;-38.57935544;11.504;2024-04-09 13:24:17
-3.74375161;-38.57925745;12.232;2024-04-09 13:24:18
-3.74373877;-38.57915553;12.744;2024-04-09 13:24:19
-3.74372608;-38.57906295;12.866;2024-04-09 13:24:20
-3.74370913;-38.57898296;12.975;2024-04-09 13:24:21
-3.74368869;-38.57890632;13.118;2024-04-09 13:24:22
-3.74367721;-38.57883544;13.296;2024-04-09 13:24:23
-3.74366276;-38.57876539;13.254;2024-04-09 13:24:24
-3.74363752;-38.57869240;13.704;2024-04-09 13:24:25
-3.74359804;-38.57862405;13.562;2024-04-09 13:24:26
-3.74354535;-38.57855703;13.796;2024-04-09 13:24:27
-3.74348454;-38.57848695;13.713;2024-04-09 13:24:28
-3.74341825;-38.57841603;13.913;2024-04-09 13:24:29
-3.74334817;-38.57834017;14.238;2024-04-09 13:24:30
-3.74327916;-38.57826560;14.260;2024-04-09 13:24:31
-3.74322172;-38.57820630;13.913;2024-04-09 13:24:32
-3.74317971;-38.57816095;13.804;2024-04-09 13:24:33
-3.74314306;-38.57812093;13.860;2024-04-09 13:24:34
-3.74310503;-38.57807926;13.734;2024-04-09 13:24:35
-3.74307010;-38.57804187;13.787;2024-04-09 13:24:36
-3.74304182;-38.57801275;13.735;2024-04-09 13:24:37
-3.74302462;-38.57799354;13.943;2024-04-09 13:24:38
-3.74301064;-38.57797847;13.939;2024-04-09 13:24:39
-3.74299496;-38.57796100;13.893;2024-04-09 13:24:40
-3.74297673;-38.57794027;13.963;2024-04-09 13:24:41
-3.74295586;-38.57791559;14.042;2024-04-09 13:24:42
-3.74292826;-38.57788651;13.964;2024-04-09 13:24:43
-3.74289654;-38.57785269;14.087;2024-04-09 13:24:44
-3.74286331;-38.57781850;13.973;2024-04-09 13:24:45
-3.74282567;-38.57777932;14.187;2024-04-09 13:24:46
-3.74278275;-38.57773511;14.211;2024-04-09 13:24:47
-3.74273896;-38.57768751;14.326;2024-04-09 13:24:48
-3.74269403;-38.57763905;14.159;2024-04-09 13:24:49
-3.74264643;-38.57759175;14.160;2024-04-09 13:24:50
-3.74259502;-38.57754562;14.413;2024-04-09 13:24:51
-3.74254733;-38.57749957;14.534;2024-04-09 13:24:52
-3.74249617;-38.57746144;14.833;2024-04-09 13:24:53
-3.74244446;-38.57742763;14.849;2024-04-09 13:24:54
-3.74239316;-38.57739325;14.800;2024-04-09 13:24:55
-3.74234083;-38.57736039;14.799;2024-04-09 13:24:56
-3.74228907;-38.57732282;14.817;2024-04-09 13:24:57
-3.74223541;-38.57728307;14.556;2024-04-09 13:24:58
-3.74219041;-38.57723560;14.698;2024-04-09 13:24:59
-3.74214786;-38.57718633;14.616;2024-04-09 13:25:00
-3.74210784;-38.57713551;15.349;2024-04-09 13:25:01
-3.74206993;-38.57707862;15.013;2024-04-09 13:25:02
-3.74203420;-38.57701244;14.923;2024-04-09 13:25:03
-3.74200226;-38.57694290;15.145;2024-04-09 13:25:04
-3.74197555;-38.57686572;15.154;2024-04-09 13:25:05
-3.74195559;-38.57678782;15.279;2024-04-09 13:25:06
-3.74194009;-38.57671339;15.039;2024-04-09 13:25:07
-3.74193123;-38.57664002;14.964;2024-04-09 13:25:08
-3.74192496;-38.57656746;15.458;2024-04-09 13:25:09
-3.74192429;-38.57649393;15.579;2024-04-09 13:25:10
-3.74193117;-38.57642083;15.572;2024-04-09 13:25:11
-3.74193834;-38.57635637;15.248;2024-04-09 13:25:12
-3.74194134;-38.57630073;15.262;2024-04-09 13:25:13
-3.74194672;-38.57624394;15.197;2024-04-09 13:25:14
-3.74196284;-38.57619016;15.443;2024-04-09 13:25:15
-3.74198460;-38.57613831;15.302;2024-04-09 13:25:16
-3.74201490;-38.57609113;15.362;2024-04-09 13:25:17
-3.74204656;-38.57604687;15.293;2024-04-09 13:25:18
-3.74207684;-38.57600927;15.005;2024-04-09 13:25:19
-3.74210080;-38.57597317;14.812;2024-04-09 13:25:20
-3.74211426;-38.57593392;14.518;2024-04-09 13:25:21
-3.74211722;-38.57589348;14.447;2024-04-09 13:25:22
-3.74210825;-38.57585491;14.118;2024-04-09 13:25:23
-3.74208816;-38.57582090;14.258;2024-04-09 13:25:24
-3.74205831;-38.57579486;14.327;2024-04-09 13:25:25
-3.74202898;-38.57578715;14.331;2024-04-09 13:25:26
-3.74200765;-38.57578994;14.232;2024-04-09 13:25:27
-3.74198777;-38.57579201;14.217;2024-04-09 13:25:28
-3.74196007;-38.57579261;14.310;2024-04-09 13:25:29
-3.74192960;-38.57579282;14.259;2024-04-09 13:25:30
-3.74189662;-38.57579999;13.867;2024-04-09 13:25:31
-3.74186282;-38.57580953;13.418;2024-04-09 13:25:32
-3.74182792;-38.57582045;13.751;2024-04-09 13:25:33
-3.74178852;-38.57583234;13.825;2024-04-09 13:25:34
-3.74174280;-38.57584756;13.879;2024-04-09 13:25:35
-3.74170091;-38.57586404;14.048;2024-04-09 13:25:36
-3.74165750;-38.57587310;14.239;2024-04-09 13:25:37
-3.74162274;-38.57589251;13.716;2024-04-09 13:25:38
-3.74159096;-38.57590015;14.156;2024-04-09 13:25:39
-3.74155155;-38.57589635;13.949;2024-04-09 13:25:40
-3.74151970;-38.57588467;14.073;2024-04-09 13:25:41
-3.74149388;-38.57585164;13.755;2024-04-09 13:25:42
-3.74148071;-38.57580919;13.070;2024-04-09 13:25:43
-3.74146595;-38.57575969;12.780;2024-04-09 13:25:44
-3.74144789;-38.57570865;12.573;2024-04-09 13:25:45
-3.74143024;-38.57565951;12.194;2024-04-09 13:25:46
-3.74141379;-38.57560652;11.842;2024-04-09 13:25:47
-3.74139492;-38.57555237;11.682;2024-04-09 13:25:48
-3.74137490;-38.57549511;11.342;2024-04-09 13:25:49
-3.74135556;-38.57543689;10.968;2024-04-09 13:25:50
-3.74133332;-38.57537715;10.887;2024-04-09 13:25:51
-3.74131015;-38.57532017;10.761;2024-04-09 13:25:52
-3.74128932;-38.57525888;10.174;2024-04-09 13:25:53
-3.74127021;-38.57520504;10.198;2024-04-09 13:25:54
-3.74125590;-38.57516196;10.309;2024-04-09 13:25:55
-3.74124461;-38.57513074;10.382;2024-04-09 13:25:56
-3.74123763;-38.57510745;9.996;2024-04-09 13:25:57
-3.74123190;-38.57507963;9.807;2024-04-09 13:25:58
-3.74122936;-38.57504805;9.729;2024-04-09 13:25:59
-3.74123265;-38.57501214;9.447;2024-04-09 13:26:00
-3.74124876;-38.57497551;9.023;2024-04-09 13:26:01
-3.74127888;-38.57493899;8.743;2024-04-09 13:26:02
-3.74132043;-38.57491180;8.487;2024-04-09 13:26:03
-3.74137163;-38.57489077;8.322;2024-04-09 13:26:04
-3.74143171;-38.57488165;8.392;2024-04-09 13:26:05
-3.74149451;-38.57487772;8.465;2024-04-09 13:26:06
-3.74156233;-38.57487470;8.738;2024-04-09 13:26:07
-3.74163387;-38.57487685;8.716;2024-04-09 13:26:08
-3.74170889;-38.57487755;8.946;2024-04-09 13:26:09
-3.74178468;-38.57487929;8.909;2024-04-09 13:26:10
-3.74186069;-38.57488081;8.883;2024-04-09 13:26:11
-3.74193648;-38.57488335;9.207;2024-04-09 13:26:12
-3.74200319;-38.57488428;9.626;2024-04-09 13:26:13
-3.74206448;-38.57488537;9.782;2024-04-09 13:26:14
-3.74211982;-38.57488649;9.792;2024-04-09 13:26:15
-3.74217115;-38.57488743;9.833;2024-04-09 13:26:16
-3.74222134;-38.57488877;9.746;2024-04-09 13:26:17
-3.74227735;-38.57488990;9.877;2024-04-09 13:26:18
-3.74234072;-38.57489129;9.995;2024-04-09 13:26:19
-3.74240695;-38.57489232;10.140;2024-04-09 13:26:20
-3.74247431;-38.57489405;10.264;2024-04-09 13:26:21
-3.74254477;-38.57489596;10.367;2024-04-09 13:26:22
-3.74261992;-38.57489882;10.203;2024-04-09 13:26:23
-3.74269861;-38.57490094;10.380;2024-04-09 13:26:24
-3.74278036;-38.57490146;10.231;2024-04-09 13:26:25
-3.74286428;-38.57490358;10.355;2024-04-09 13:26:26
-3.74294959;-38.57490812;10.493;2024-04-09 13:26:27
-3.74303539;-38.57491212;10.420;2024-04-09 13:26:28
-3.74312359;-38.57491432;10.501;2024-04-09 13:26:29
-3.74321430;-38.57491638;10.452;2024-04-09 13:26:30
-3.74331536;-38.57491862;10.468;2024-04-09 13:26:31
-3.74342744;-38.57492120;10.505;2024-04-09 13:26:32
-3.74354644;-38.57492783;10.812;2024-04-09 13:26:33
-3.74366844;-38.57493479;11.247;2024-04-09 13:26:34
-3.74378969;-38.57494094;11.418;2024-04-09 13:26:35
-3.74390178;-38.57494751;11.544;2024-04-09 13:26:36
-3.74400914;-38.57495468;11.702;2024-04-09 13:26:37
-3.74412197;-38.57496364;11.816;2024-04-09 13:26:38
-3.74423289;-38.57497428;11.862;2024-04-09 13:26:39
-3.74433892;-38.57499174;12.129;2024-04-09 13:26:40
-3.74443940;-38.57502519;12.222;2024-04-09 13:26:41
-3.74452928;-38.57507263;12.612;2024-04-09 13:26:42
-3.74460437;-38.57513256;12.834;2024-04-09 13:26:43
-3.74466673;-38.57520393;13.049;2024-04-09 13:26:44
-3.74471575;-38.57528324;13.412;2024-04-09 13:26:45
-3.74475258;-38.57536922;13.709;2024-04-09 13:26:46
-3.74478556;-38.57545409;13.965;2024-04-09 13:26:47
-3.74481277;-38.57554029;14.272;2024-04-09 13:26:48
-3.74484085;-38.57562714;14.776;2024-04-09 13:26:49
-3.74486891;-38.57570819;14.871;2024-04-09 13:26:50
-3.74488798;-38.57578272;15.140;2024-04-09 13:26:51
-3.74490050;-38.57585328;15.430;2024-04-09 13:26:52
-3.74493101;-38.57591734;15.794;2024-04-09 13:26:53
-3.74496552;-38.57597707;16.133;2024-04-09 13:26:54
-3.74498587;-38.57604072;16.233;2024-04-09 13:26:55
-3.74499681;-38.57610135;16.332;2024-04-09 13:26:56
-3.74501209;-38.57615259;16.538;2024-04-09 13:26:57
-3.74502963;-38.57619906;16.754;2024-04-09 13:26:58
-3.74504774;-38.57625166;16.805;2024-04-09 13:26:59
-3.74505864;-38.57630749;16.663;2024-04-09 13:27:00
-3.74507362;-38.57636471;16.949;2024-04-09 13:27:01
-3.74509842;-38.57641936;17.278;2024-04-09 13:27:02
-3.74512661;-38.57647430;17.419;2024-04-09 13:27:03
-3.74515940;-38.57652877;17.340;2024-04-09 13:27:04
-3.74518209;-38.57659144;17.471;2024-04-09 13:27:05
-3.74519383;-38.57665706;17.580;2024-04-09 13:27:06
-3.74520670;-38.57672513;17.618;2024-04-09 13:27:07
-3.74522479;-38.57679230;17.254;2024-04-09 13:27:08
-3.74524517;-38.57685769;17.433;2024-04-09 13:27:09
-3.74527431;-38.57691804;17.501;2024-04-09 13:27:10
-3.74531068;-38.57697286;17.487;2024-04-09 13:27:11
-3.74534071;-38.57703017;17.240;2024-04-09 13:27:12
-3.74536278;-38.57708812;17.413;2024-04-09 13:27:13
-3.74536602;-38.57713735;17.565;2024-04-09 13:27:14
-3.74535682;-38.57717273;17.767;2024-04-09 13:27:15
-3.74534366;-38.57719432;17.630;2024-04-09 13:27:16
-3.74532163;-38.57721480;17.550;2024-04-09 13:27:17
-3.74529089;-38.57722665;17.776;2024-04-09 13:27:18
-3.74525320;-38.57724314;17.939;2024-04-09 13:27:19
-3.74520751;-38.57726080;17.975;2024-04-09 13:27:20
-3.74515744;-38.57727642;18.159;2024-04-09 13:27:21
-3.74510878;-38.57729460;17.796;2024-04-09 13:27:22
-3.74505974;-38.57730961;17.840;2024-04-09 13:27:23
-3.74501536;-38.57732301;17.574;2024-04-09 13:27:24
-3.74498362;-38.57733263;17.561;2024-04-09 13:27:25
-3.74495919;-38.57734071;17.418;2024-04-09 13:27:26
-3.74493501;-38.57734942;17.700;2024-04-09 13:27:27
-3.74491088;-38.57735716;17.452;2024-04-09 13:27:28
-3.74488689;-38.57736834;17.383;2024-04-09 13:27:29
-3.74486862;-38.57737162;17.562;2024-04-09 13:27:30
-3.74485851;-38.57737437;17.825;2024-04-09 13:27:31
-3.74484353;-38.57737744;17.929;2024-04-09 13:27:32
-3.74482848;-38.57738155;17.955;2024-04-09 13:27:33
-3.74481395;-38.57738651;17.926;2024-04-09 13:27:34
-3.74479658;-38.57739228;17.828;2024-04-09 13:27:35
-3.74477805;-38.57739854;17.951;2024-04-09 13:27:36
-3.74476080;-38.57740475;17.889;2024-04-09 13:27:37
-3.74474391;-38.57741241;17.540;2024-04-09 13:27:38
-3.74472786;-38.57742185;17.646;2024-04-09 13:27:39
-3.74471189;-38.57743193;17.736;2024-04-09 13:27:40
-3.74469511;-38.57744023;17.615;2024-04-09 13:27:41
-3.74467870;-38.57744421;17.728;2024-04-09 13:27:42
-3.74466579;-38.57744492;17.794;2024-04-09 13:27:43
-3.74466048;-38.57744391;17.853;2024-04-09 13:27:44
-3.74466132;-38.57744075;17.712;2024-04-09 13:27:45
-3.74466179;-38.57743922;17.900;2024-04-09 13:27:46
-3.74466498;-38.57743782;18.025;2024-04-09 13:27:47
-3.74467224;-38.57743569;18.279;2024-04-09 13:27:48
-3.74468218;-38.57743333;18.332;2024-04-09 13:27:49
-3.74469078;-38.57743202;18.364;2024-04-09 13:27:50
-3.74469726;-38.57743219;18.160;2024-04-09 13:27:51
-3.74470341;-38.57743370;18.084;2024-04-09 13:27:52
-3.74470863;-38.57743646;18.118;2024-04-09 13:27:53
-3.74471220;-38.57743926;18.187;2024-04-09 13:27:54
-3.74471376;-38.57744143;18.205;2024-04-09 13:27:55
-3.74471381;-38.57744400;18.357;2024-04-09 13:27:56
-3.74471372;-38.57744476;18.396;2024-04-09 13:27:57
-3.74471378;-38.57744468;18.446;2024-04-09 13:27:58
-3.74471386;-38.57744410;18.582;2024-04-09 13:27:59
-3.74471407;-38.57744362;18.645;2024-04-09 13:28:00
-3.74471431;-38.57744344;18.629;2024-04-09 13:28:01
-3.74471465;-38.57744329;18.778;2024-04-09 13:28:02
-3.74471496;-38.57744315;18.941;2024-04-09 13:28:03
-3.74471514;-38.57744282;19.030;2024-04-09 13:28:04
-3.74471579;-38.57744212;19.265;2024-04-09 13:28:05
-3.74471576;-38.57744111;19.231;2024-04-09 13:28:06
-3.74471595;-38.57744081;19.119;2024-04-09 13:28:07
-3.74471600;-38.57744073;19.092;2024-04-09 13:28:08
-3.74471588;-38.57744032;19.138;2024-04-09 13:28:09
-3.74471582;-38.57744024;19.135;2024-04-09 13:28:10
-3.74471585;-38.57744021;19.126;2024-04-09 13:28:11
-3.74471585;-38.57744020;19.122;2024-04-09 13:28:12
-3.74471588;-38.57744019;19.130;2024-04-09 13:28:13
-3.74471553;-38.57744009;19.210;2024-04-09 13:28:14
-3.74471512;-38.57744000;19.175;2024-04-09 13:28:15
-3.74471490;-38.57743994;19.183;2024-04-09 13:28:16
-3.74471478;-38.57743990;19.182;2024-04-09 13:28:17
